sid,sense_lemma,num_relations,sense_def
05201101,認為,9,引述或陳述前述對象的認知。
06537203,琴,9,演奏中國琴。
04164902,挨,9,比喻心裡遭受後述事物的攻擊而忍受負面的影響。
04124303,死掉,9,形容在競爭中被淘汰。
06001601,一心一意,9,表投入所有的心思，毫無保留。
05201202,以為,9,引述或陳述前述對象的認知。
04164701,台南,9,臺灣地名，位於嘉南平原上，介於嘉義和高雄之間的地區。
07126201,四川,9,中國省名，位於湖北、西藏之間的區域。
06739601,將軍,9,軍隊中最高的領導人。
06650010,貼,9,幫助金錢上不足的部份。
08050002,濟,9,從特定地理範圍的一邊到另一邊，通常為水體。
05171203,叫做,9,引述對前述對象的特質描述。
07115401,陳,9,有規劃地陳列特定物品。
06774613,也,9,連接語意相似的詞組或子句，表選擇關係或並列關係。
07020301,蔣,9,中國近代政治家、軍事家，名中正，字介石，民國三十七年當選中華民國首任總統，民國三十八年帶領國民黨播遷到臺灣。
05132101,捐獻,9,拿出財物送給人或團體，不求直接報償。
05065801,來自於,9,前述對象的來源為。
04081334,上,9,搭乘或裝入運輸工具。
09073501,飢,9,形容動物因食慾未被滿足而需要進食。
06750401,時代,9,歷史上依特定標準而劃分的特定時段。
05223403,胸,9,比喻人情緒所在的地方。
10006106,做出,9,標示後述記號。
07096602,曉,9,具有特定訊息或知識。
07053302,掩,9,特定對象被其他對象遮掩住而不被看到。
05191901,甚至於,9,表更進一層的可能關係。
06739801,客人,9,接受邀請、招待或前來拜訪的人，相對於主人。
04011902,由,9,引介事件發生的路徑起點。
09300401,陸地,9,人類居住行走的地方。
14402701,搜尋,9,查找特定的具體人事物。
05200201,抽煙,9,一種嗜好，用嘴吸入點燃菸草製品所產生的煙。
09278207,据,9,存在並擁有後述空間。
06692101,上面,9,前述物體的表面。
06613302,國際,9,全體人類社會。
08027303,爺,9,對親屬中與祖父同輩的男子的稱呼。
05200301,抽菸,9,一種嗜好，用嘴吸入點燃菸草製品所產生的煙。
10006109,做出,9,拿定主意去行動。
08067002,紀,9,記載或描述事物的作品。
10006108,做出,9,判斷並做出陳述。
05189101,托兒所,9,以照顧學齡前兒童為主要目的的機構。
05013903,當,9,認知者對事物的判斷。
09036101,析,9,將整體事物分成幾部份，並找出這些部份的屬性與其彼此間的關係。
05132411,施,9,實現本身的性質或能力。
07126301,四川省,9,中國省名，位於湖北、西藏之間的區域。
06510001,遷,9,將特定對象的地點由原來的地方移到新的地方。
06638603,價值,9,比喻事物的用途或正面作用。
06005504,言語,9,透過發聲器官，用語音傳送訊息。
06690202,男子,9,形容專門設計給男子使用的。
10015902,發佈,9,公開發佈政府機關的法律、命令、文告等通知事項，使大家都知道。
04004801,起,9,表示事件時間範圍的開始參考點。
06639701,事情,9,與人類活動相關的一切對象。
05013108,公,9,對親屬中與祖父同輩的男子的稱呼。
06007701,薄,9,向後述對象靠近以縮短彼此間的距離。
05235101,背,9,用背承載後述對象的重量。
06517401,觀賞,9,透過視覺來理解或欣賞。
06778702,則,9,表前述事件為後述事件的充分條件，表示在該條件或情況下自然發展。
13563701,驚恐,9,形容因突然的外來刺激而感到不安、精神緊張。
05086201,高聲,9,表聲量大且聲音響亮。
08051401,難,9,外在因素所引起的傷害與苦難。
05104501,劫,9,以暴力、威脅的手段取得後述原來不屬於自己的財物。
06724110,發,9,以電波或電腦為媒介傳送訊息。
05224801,我們,9,代指說話者和聽話者雙方。
05034001,配,9,將兩個以上的特定對象組合在一起。
07032003,冬,9,麻將中的牌面，為四種季牌之一。
06766501,錯,9,形容不適當的或不正確的。
09296201,公眾,9,大多數的人。
05116801,一心,9,表投入所有的心思，毫無保留。
14511301,冷門,9,形容比喻很少人使用或喜歡的。
05229404,長,9,物體表面出現會影響其外觀或價值的特定對象，通常是斑點或鐵鏽。
05123701,總是,9,表一直都是。
05004901,上,9,漢語方言中，上揚的聲調。
03043401,吐出,9,東西從嘴裡出來。
09232801,齡,9,生物存活的時間長度。
07023101,中正,9,近代中國政治家、軍事家，名中正，字介石，民國三十七年當選中華民國首任總統，民國三十八年帶領國民黨播遷到臺灣。
06785401,度,9,從特定地理範圍的一邊到另一邊，通常為水體。
04085801,為止,9,表示事件時間範圍的結束參考點。
05017801,生疏,9,因缺乏使用而失去技能。
04157301,廚房,9,烹飪食物的地方。
06736803,彩色,9,多種的顏色。
05046502,反覆,9,表一次又一次做相同動作或發生同類事件。
13513001,法則,9,可做標準的法制、規則。
14599701,根本ㄏㄏ,9,形容某人事物好笑。
06747102,西方,9,歐洲與美洲國家的通稱。
09303803,挖掘,9,用工具或手從物體的表面向裏面施力，破壞其表面。
05221507,即,9,表後述事件發生的時間比預期早。
05221506,即,9,表後述事件在很短的時間內完成。
06665201,車,9,在陸地上以輪子行駛的運輸工具。
08022201,卡,9,戲劇中演員扮演的人物。
04031603,剛好,9,表前述事件與後述事件有不經刻意安排的緊密關係。
09112803,貸,9,接受他人的過錯，並且不追究。
09007801,允,9,以語言文字或其他行為同意後述事件發生。
09012606,扒,9,比喻強勢者侵佔弱勢者的權益或財物。
09112801,貸,9,金錢的借出或借入。
04086201,之下,9,被前述物體覆蓋住的物體的位置。
05017803,生疏,9,形容未經常接觸特定對象而沒有交情的。
05046801,出自,9,前述對象的來源為。
10015201,昇高,9,前述物體從頂部到地面的距離變大。
05093701,貴,9,形容價格高的。
14599601,頗ㄏ,9,形容某人事物好笑。
06576003,以上,9,階級架構中高於前述階級的階級。
05227703,爛,9,形容有機體因細菌的滋生而腐壞。
05206612,輕,9,形容在相關對象中意義不重大的。
06711606,笨,9,形容肢體動作不協調的。
06684701,拍照,9,用攝影器材拍照片。
04044201,那樣,9,代指與說話者距離較遠的事件狀態。
07072404,姊,9,稱呼女子的親暱用語。
07046501,准,9,以語言文字或其他行為同意後述事件發生。
06594501,遭遇,9,遇到不幸或不利的事。
05013002,以至,9,常用於連接負面結果句，承接前述原因。
09027501,体,9,有機體特別是人或動物軀體的總稱，人或動物生理組織的整體或專指動物的軀幹。
06518503,那兒,9,委婉接受他人對自己的讚美或感謝。
06684802,拆,9,比喻結束原有的關係。
06711605,笨,9,形容使用特定對象的技巧不佳的。
07069101,惜,9,重視並愛惜特定對象。
06722301,應,9,表按照道理必須做後述事件。
05095718,包,9,承諾後述事件並宣告主事者的責任。
06009601,鄭,9,明朝末年人，打敗荷蘭人，光復臺灣，延續明朝。
06556104,力量,9,特定對象發揮效力所獲得的正面結果。
09308806,作出,9,標示後述記號。
03043301,吐,9,東西從嘴裡出來。
06009701,謝,9,對特定對象表示謝意。
04131202,沈浸,9,比喻情緒完全投入於後述境界中。
06654401,經歷,9,親身體驗。
05140401,更何況,9,強調前述事件。
06567901,師,9,從事教學工作的人。
04032203,儘,9,表在所有可能的情況下，達到最大限度。
09038901,秉,9,用手掌固定或拿物品。
05183805,丙,9,五等第中，成績第三的一等。
08005002,義,9,比喻事物的用途或正面作用。
06747607,出來,9,形容比預期中的位置更往外的。
07085410,渾,9,表隨自己的意思做後述動作，不受其他限制的影響，常用於負面事件。
04032503,恰好,9,表前述事件與後述事件有不經刻意安排的緊密關係。
06720901,住,9,在固定的特定地方或區域進行與居住相關的一切活動。
07085409,渾,9,表程度高。
06585401,選擇,9,從多個同類對象中挑選出後述對象。
06607403,困難,9,形容後述事件發生的可能性小。
06677907,動,9,醫生幫病人進行侵入性治療。
05167502,甲,9,同類事物中等級最高的。
14599403,ㄏㄏ,9,嘲諷人事物不可理喻或是蠢笨。
07072701,午,9,中午時段。
05013104,公,9,對年老或有地位男子的尊稱。
06634703,吸引,9,將後述對象的注意力引到自己這邊來。
04119401,率領,9,上級帶領下級做後述事件。
09288701,路線,9,特定行進路徑。
05013102,公,9,除了人以外能產生精細胞的動物。
04018701,比,9,將同類對象的特質或狀態做比較。
09044101,剎,9,供奉神祇或歷史上有名人物的機構，但不包括基督教。
07085701,傲,9,形容態度驕傲自大，看不起他人。
06772802,女人,9,成年女子。
07047003,恰,9,表前述事件與後述事件有不經刻意安排的緊密關係。
09083003,掘,9,用工具或手從物體的表面向裏面施力，破壞其表面。
05231202,眼,9,比喻對特定事物的認識見解。
08022401,卡,9,表與其他同類對象做對照比較時，程度上高一點。
04159401,貼補,9,幫助金錢上不足的部份。
08016401,廣,9,中國城市名，位於廣東省西江、北江、東江的會口處，珠江三角洲頂點的城市，廣東省的省會。
06684402,糟,9,形容態度惡劣的。
10002704,發出,9,動物用發聲器官產生聲音。
14609501,廢渣,9,沒有用的人。
09017701,汎,9,在液體表面不下沈而隨著液體方向而移動。
06597403,普通,9,表特定事件發生的比例高。
07022801,槍,9,可發射子彈射擊目標的手持武器。
07108702,列,9,有規劃地陳列特定物品。
05035211,死,9,形容在競爭中被淘汰。
05017401,嫻熟,9,擁有豐富的經驗與技術。
05013202,教,9,導致後述對象涉入後述事件。
05045701,無從,9,表沒有做後述事件的能力。
05147704,剛,9,形容比喻個性強硬，不易妥協。
14475001,懊惱,9,形容因惋惜而感到痛苦的情緒。
07044213,攤,9,比喻在沒有預期下經歷後述不如意的情況。
14563801,悲切,9,因負面的事而內心感到痛苦。
04158203,杓,9,計算勺子容裝物的單位。
06753201,動手術,9,醫生幫病人進行侵入性治療。
06630401,年齡,9,生物存活的時間長度。
05115702,以至於,9,常用於連接負面結果句，承接前述原因。
14599702,根本ㄏㄏ,9,嘲諷人事物不可理喻或是蠢笨。
05036103,易,9,形容人態度溫和親切。
06590504,哥,9,稱呼男子的親暱用語。
05204001,條約,9,國家與國家之間簽訂的合約。
06679602,台北市,9,治理臺北市的地方政府。
03012304,放出,9,散播消息。
06529401,謝謝,9,對特定對象表示謝意。
06630202,不易,9,形容後述事件發生的可能性小。
09285702,辭,9,雇主解除和受雇者的約雇關係。
14603302,白痴,9,形容人能力不足。
10015701,封蔽,9,特定對象被其他對象遮掩住而不被看到。
06517301,空,9,眼睛看得到的天體所在的廣大空間。
09157801,魂,9,人死後的鬼魂。
07017701,司,9,承擔管理或執行特定事件的責任。
06630301,休息,9,為了使體力或精神恢復正常狀態而暫時停止原本進行的活動。
04014005,從,9,引介事件發生的路徑起點。
06019306,利,9,使後述對象得到好處。
05231108,人,9,人的心理狀態或意識。
07033201,華,9,植物的主要器官之一，主要用於繁殖，通常具有顏色鮮豔和形狀漂亮的花瓣。
05204201,協同,9,各方當事人所訂立的具法律效力的文件。
06551602,小學,9,小學的建築物及建築物所在的位置。
05213101,以致於,9,常用於連接負面結果句，承接前述原因。
07055507,扁,9,形容比喻財產少。
10002709,發出,9,以電波或電腦為媒介傳送訊息。
06552701,位於,9,位置在後述地點。
07017301,臺,9,臺灣國立大學之一，歷史最悠久，位於臺北市大安區。
03008101,打拼,9,為達到特定目標而努力。
06051901,參,9,中國天文學的星宿，為西方白虎之一。
05212802,老子,9,代指男性說話者自己，帶有狂妄的語氣。
10015203,昇高,9,比喻前述對象輩份或地位階級變大。
05046002,存有,9,後述對象存在。
05212414,說,9,在相聲表演中做口頭言語的敘說，是其藝術表現方式的主體與根本。
03043501,吐出來,9,東西從嘴裡出來。
05212415,說,9,相聲的四門基本功之一，在相聲表演中做口頭言語敘說的一種技巧，是其藝術表現方式的主體與根本。
04085601,止,9,表示事件時間範圍的結束參考點。
09241504,戀,9,對特定對象有正面的經驗與感覺。
05231407,路,9,特定行進路徑。
06690802,建築物,9,通指人工建造的土木工程。
06669903,寒,9,形容身體陽氣衰竭且免疫機能下降的狀態。
09114501,雅,9,形容優美而不粗俗。
07055509,扁,9,比喻使財產減少。
04120901,合成,9,將兩個以上的個體結合成為一個整體。
05231404,路,9,比喻能達到特定目標的途徑。
06648401,胖,9,形容體型比正常大或體重比正常重的。
07126901,川,9,中國省名，位於湖北、西藏之間的區域。
09269501,棍,9,姓。
14591301,么壽,9,咒罵語。
05191001,表明,9,用言語或行為明確傳達情感或態度。
05223807,黑,9,形容沒有足夠光線照射的。
06747103,西方,9,形容形式、風格上屬於歐洲或美洲國家或來自歐洲與美洲國家的。
03023104,節,8,計算時間的單位。多用來指課程或按摩療程。
05236607,肚,8,比喻人知識所在的地方。
07077202,材,8,用來製造特定物品的物質。
06672101,誕生,8,胎兒從母體中出來，成為一個獨立的生命。
06531803,成長,8,比喻特定事件向正面發展。
09134801,飼,8,以人工的方式養後述動物。
09064603,挫,8,比喻市場交易價格下降。
06634601,旅遊,8,為了休閒或娛樂旅行。
06618102,抵,8,抵擋特定對象的攻擊。
06016701,粘,8,以膠、類似物質或特定方式使特定物體附著於後述物體上。
07014901,乘,8,用一個數對另一個數做乘法運算。
07015002,乘,8,容器容納事物或容器所能容納事物的量。
05227018,吃,8,比喻併吞。
05174901,肇始,8,特定因素導致事件或狀態開始進行。
06018016,關,8,特定對象牽扯到後述對象。
06701302,下面,8,同一物體內較低的部份。
09043501,俊,8,形容男子的面貌具有美的特質。
09129404,葷,8,形容牽涉色情的。
03045201,午後,8,中午過後。
07077208,材,8,天賦的能力及其發展出來的才能。
07014301,項,8,姓。
06532002,機會,8,特定事件實現的可能性。
04038701,也許,8,表猜測。
07069701,映,8,物體的影像藉光線投射到平面上。
05013803,叫,8,引介施事者。
07014201,項,8,事物的分類。
14600601,盧,8,形容糾纏不休、無理取鬧的言行舉止。
06018201,賀,8,對可喜的事情，舉行活動表示高興或紀念。
09267401,怔,8,暫時失去感知且茫然。
07077209,材,8,有天賦能力的或經過良好訓練的人。
06699306,跨,8,超出規定的權限或原則，專指抽象概念。
05121908,謂,8,引述對前述對象的特質描述。
05229107,打,8,輕觸到物體後立即離開。
04038501,須,8,後述事件為前述事件的必要條件。
05227012,吃,8,比喻物品或能量因使用而漸漸減少。
06699305,跨,8,超出規定的限度範圍，專指具體規定。
06540216,鐵,8,比喻使決心堅定且不計代價。
07062902,饒,8,將不應該有的成分補充到主要成分中。
07016701,歲,8,太陽系八大行星中的第五顆星。
07063601,泛,8,在液體表面不下沈而隨著液體方向而移動。
03043601,吐,8,東西從體內經由嘴裡排出。
04127803,狹隘,8,形容比喻度量小，不能容忍。
05013201,教,8,指示後述對象做事。
06734504,趕,8,驅離特定對象。
03043701,吐出,8,東西從體內經由嘴裡排出。
06567905,師,8,比喻從後述對象中獲得經驗並學習。
06708111,愛,8,因愛惜而無法放棄。
06747101,西方,8,指南針指向270度的方位。
03044902,為什麼,8,事件的原因或理由，表疑問之意。
06569501,義大利,8,國名，歐洲南部的國家，主要由義大利島和西西里島組成，首都為羅馬。
05055701,整容,8,藉由外科手術使外貌改變。
05011803,一邊,8,表同時進行兩個動作。
06020801,屈,8,呈弧形狀、不直。
06568201,一同,8,表在同一個處所。
06634901,上課,8,學生在特定學校系統修習特定課程。
06634803,美,8,形容比喻可以引起他人愉悅情感的。
06532001,機會,8,特定事件進行時不容易找到或無法維持很久的適當時間。
06570003,晚,8,形容發生在天黑之後的。
03043801,吐出來,8,東西從體內經由嘴裡排出。
05144403,偷,8,從已分配的時間挪出一些時間。
07049602,敬,8,以肢體的動作表示敬意。
05091401,專任,8,形容全時間擔任本職的。
04157801,叉子,8,一端有兩個以上開叉的有柄器具，用來戳取。
07046902,撒,8,動物排泄尿液。
06678701,快速,8,形容動作速度很快。
05124202,好像,8,表以與前述事物有共同點的後述事物作為比喻。
04022002,軟性,8,形容輕鬆、較不費腦力閱讀的。
05147703,剛,8,形容比喻動作力道大或俐落的。
07046905,撒,8,為特定目的而使用後述能力或特質。
10002710,發出,8,以聲或光的方式發出訊號。
03026501,離,8,從觀察者的方向，與後述對象分開。
06678801,邀請,8,客氣的要求特定對象參與特定事件。
06745903,可能,8,特定事件實現的可能性。
05192510,圈,8,藉由限定範圍將特定對象隔離在內。
07007702,科,8,法院對定罪對象做出後述罰款的決定。
06538813,病,8,對特定對象持續已久的缺點加以批評。
07007701,科,8,法院對定罪對象做出特定處罰。
06613704,學校,8,正規學校系統之外，教授特定知識或技能的場所所在的地方及其建築物。
04160103,表示,8,顯示事物所表達的推論意義。
07066904,哀,8,對他人產生關懷或同情心。
04160301,商量,8,討論解決問題的辦法，隱含讓步。
03033407,氣,8,因不符合自己的心意而產生不愉快的情緒。
06613702,學校,8,學校所在的地方及學校的建築物。
05222201,韓,8,戰國七雄之一，西元前403年至西元前230年，韓宣子所建。
05085401,遠程,8,形容路途距離遙遠的。
04160702,回答,8,對特定問題提出答案或看法，通常隱含接受評量。
04160901,告訴,8,把訊息說給後述對象聽。
03033402,氣,8,呼吸時進出呼吸器官的氣體。
03033401,氣,8,沒有固定形狀或體積，可以流動的物體。
07091104,茂,8,形容正值興盛。
06636902,要,8,提出後述需求或條件。
04161401,突然,8,形容事件在很短的時間內發生，令人感到意外。
06678504,欲,8,後述事件為前述事件的必要條件。
07008102,誘,8,因特定事物導致發生後述病徵。
07066303,偽,8,形容不具有實際功能與身份，是偽裝的。
07077901,牧,8,將牲畜放養在草地上。
03025703,快,8,形容尖且容易刺進物體的。
09150701,綴,8,用線將原來沒有連在一起的物品或有裂痕的物體接補起來。
04032502,恰好,8,表所觀察到的後述現象是不經刻意安排的。
09151602,腐,8,形容比喻思想或制度敗壞。
07066305,偽,8,形容強調說話者對後述描述內容的否定。
09266801,拼,8,為達到特定目標而努力。
03036203,日,8,太陽發出的光和熱。
03035801,任,8,前述對象擔任的職務是後述職務。
05227101,小,8,形容體積少於比較對象的。
06724111,發,8,以聲或光的方式發出訊號。
04156202,和,8,引介關聯的對象。
04156203,和,8,引介比較的對象。
04156204,和,8,引介事件的目標或接受者。
05237608,睡,8,比喻使麵糰發酵。
04031602,剛好,8,表所觀察到的後述現象是不經刻意安排的。
04156901,輕視,8,看不起他人。
05004705,假,8,形容強調說話者對後述描述內容的否定。
06678308,差,8,各數值相減所得的總數。
06007002,黃,8,形容牽涉色情的。
04157401,鍋子,8,可放入食材並烹煮或加熱該食材的器具，通常以金屬製成。
09288902,骯髒,8,使後述對象有污垢雜質的。
05004703,假,8,形容不具有實際功能與身份，是偽裝的。
05004702,假,8,形容未經過品牌驗證或授權而仿造的。
05061801,不加,8,表否定，用在動詞前。
07081906,汙,8,形容比喻沒有公理正義。
10002901,拽,8,向主事者身體的方向施力而使後述對象順著施力方向移動。
06539302,碰,8,比喻主動和後述對象往來或產生關係。
06582501,全球,8,地球上的所有地方。
07008202,孝,8,形容恭敬地對待並順從父母或其他長輩。
07078302,竿,8,在撐竿跳比賽中所使用的有彈性的細長棍子。
06004701,棒子,8,呈圓柱狀的長條器具。
05084702,釀成,8,比喻因前述原因而產生後述負面結果。
04162301,無法,8,表沒有做後述事件的能力。
03028401,美元,8,美國的貨幣名稱。
05124701,二,8,數目字。整數，為一加一的和。
06735601,防,8,在事情發生前做準備，不讓其發生。
04165502,看作,8,比喻把前述對象認定為後述的一類。
04165602,看做,8,比喻把前述對象認定為後述的一類。
04165701,視為,8,比喻把前述對象認定為後述的一類。
06577701,上海,8,中國城市名，位於東部沿海的港口，有東方明珠之稱。
09035401,昌,8,形容正值興盛。
07081701,仔,8,幼小、尚未發育成熟的動物。
06765601,神,8,人類相信能夠控制自然界或人類命運的主宰者。
06578601,回去,8,從其它地方到原來的地方或處所。
04023902,長程,8,形容路途距離遙遠的。
06537503,添,8,將後述次要成分補充到主要成分中。
05002103,經,8,承受得住、承擔。
06537505,添,8,使特定對象的程度加高。
06683602,銅,8,生物體維持生命所必需的礦物質之一，化學符號為Cu。
03000302,哀哉,8,形容稱人死去。
05125101,那麼樣,8,代指與說話者距離較遠的事件狀態。
05079901,您們,8,代指複數的聽話者。
03029502,明星,8,專指演藝人員。
07048505,扯,8,比喻建立特定對象間的關係。
06683606,銅,8,競賽中頒給第三名的獎項。
03029401,名聲,8,在社會上流傳的評價。
07002301,機械,8,由各種零件組成，可供運轉操作的裝置。
09059501,倔,8,形容比喻思想固執不知變通的。
09264901,摳,8,計算貨幣的基本單位。
08003904,縱,8,身體向上跳起。
06597701,犯罪,8,做出違反法律、應受處罰的事。
10001201,數目,8,代表測量對象的量。
06705001,中文,8,中華民族的主要通用語文，為中國大陸、臺灣、新加坡的官方語言。
08022802,遺,8,因疏忽而沒有列入應該列入的特定對象。
03030501,年尾,8,一年的末期。
05237903,新,8,形容關係剛產生不久。
03032901,其餘,8,整體中除去前文的部份，指剩下的部份。
07115601,陳,8,中國朝代名，南朝之一，西元557年至西元589年，由陳霸先所建。
07006203,西班牙,8,西班牙的文化。
05003204,說話,8,批評。
07081902,汙,8,使後述對象有污垢雜質的。
04027002,凡,8,人所居住的地方，即凡間。
05003101,裝,8,故意做出特定動作或姿態來掩飾真相。
05223002,髒,8,使後述對象有污垢雜質的。
07114201,額,8,事物數目的多寡。
05223201,浮,8,因比重小於所在液體而停留在該液體表面。
05003001,裝,8,把物品放進後述容器。
09265401,楚,8,中國省名，華中的省分，在洞庭湖之北。
06636906,要,8,後述事件為前述事件的必要條件。
06538304,衝,8,為達到特定目標而努力。
06577407,西,8,麻將中的牌面，為四種風牌之一。
06002902,想到,8,因分開而思念後述對象，強調動作的結果。
05002902,留,8,離開後造成影響。
05002901,留,8,造成結果後離開。
06765401,研發,8,為發明或改進後述對象而進行研究。
06002301,答,8,針對他人提出的問題做出回應。
08052001,志,8,將特定事物記錄下來。
05082901,實是,8,對客觀情況的真實性給予評價。
08004304,課,8,法院對定罪對象做出特定處罰。
04164105,世界,8,自成體系的組織或現象。
09264401,宰,8,承擔管理或執行特定事件的責任。
08004302,課,8,政府向特定對象收取稅金。
06577405,西,8,歐洲與美洲國家的通稱。
08004301,課,8,國家依照規定向特定對象徵收的金錢。
03001303,伴,8,將兩個以上的材料混合、攪在一起。
05237518,壓,8,投入賭注。
06673802,吸食,8,生物體攝取液態的維生物質。
09064503,挪,8,將特定對象的地點由原來的地方移到新的地方。
09003301,得,8,後述事件為前述事件的必要條件。
06675602,超越,8,超出規定的限度範圍，專指具體規定。
06675603,超越,8,超出規定的權限或原則，專指抽象概念。
04036603,一般,8,表特定事件發生的比例高。
04036402,確實,8,表說話者對事件真實性的肯定。
09256602,衰,8,形容狀態處在負面發展的。
06724102,發,8,事先核准後將後述證件或執照給特定對象。
03039601,順道,8,表在原有的規劃之外，再做其他事。
05076505,不要,8,表即使進行後述事件也無法達到預期效果。
03039507,順,8,形容事件進行的過程平穩流暢，沒有阻礙。
05190301,遺忘,8,在腦中失去原有的印象。
04143915,后,8,比喻實際狀況不容易看清，好像被表象所遮蓋的狀況。
04035901,不一定,8,形容事件帶不確定性。
04144102,嗚呼哀哉,8,形容稱人死去。
04144201,午后,8,中午過後。
05172802,才,8,有天賦能力的或經過良好訓練的人。
03039405,首,8,表事件發生時間點早於所有其他的同類事件。
05066803,跨越,8,超出規定的權限或原則，專指抽象概念。
07065101,膽,8,脊椎動物的器官之一，主要功能為儲存膽汁。
03039401,首,8,整個頭顱，包括臉部及內部器官等。
05172801,才,8,天賦的能力及其發展出來的才能。
06573105,龐大,8,形容程度超過比較對象的。
07010201,息,8,借貸或存款事件中依照本金的一定比例所增加的金額。
06573401,差距,8,兩個特定對象之間的差異為。
06675804,南,8,麻將中的牌面，為四種風牌之一。
04146002,梅,8,梅樹的果實。
05089501,積,8,逐漸聚集。
05008101,量,8,事物數目的多寡。
04146301,梅子,8,梅樹的果實。
03040301,隨同,8,跟從。
03023901,禁,8,承受得住、承擔。
05005304,講話,8,批評。
06738501,上班,8,按規定的時間工作。
05228808,轉,8,改變方向。
05145008,行,8,專門從事前述行業的商店。
03023501,解雇,8,雇主解除和受雇者的約雇關係。
06532405,先,8,特定民族或宗族的上代。
09136301,搥,8,以棒狀物或拳頭敲擊特定物體。
05227019,吃,8,比喻在商業上佔有市場。
09169403,瞎,8,表比喻未經多加考慮地進行後述事件。
05145101,說不定,8,形容事件帶不確定性。
03023603,姐妹,8,輩分相當或身分地位相近的女子。
07045401,繫,8,將條狀物互相纏繞成結，通常有固定或裝飾作用。
07045402,繫,8,以條狀物纏繞並將特定物體固定在其他物體上。
05227020,吃,8,比喻取得對方棋子或牌。
04140001,討厭,8,不喜歡。
06734512,趕,8,比喻把握時機追求後述趨勢、潮流。
07117701,春,8,姓。
04140805,曉得,8,主觀做出後述判斷。
04141001,放任,8,任由事件發生，不加以阻止或反抗。
05090508,認,8,引述或陳述前述對象的認知。
06708101,愛,8,對後述對象有很深的感情。
06571404,睡覺,8,比喻使麵糰發酵。
03041001,貪,8,不滿足地追求各種事物。
04019501,隨著,8,跟從。
05173601,據云,8,後述消息是從他人那裡聽來的。
07117401,仔,8,植物的器官，由胚珠發育而成，可以發展成與母株相同的植物，主要由種皮、胚和胚乳三部份組成。
04037001,難以,8,表沒有做後述事件的能力。
04036903,絕對,8,表確定沒有疑問。
06533003,事,8,受雇從事工作的內容。
04143101,足以,8,前述事件達到後述事件的必要條件。
04143302,習慣,8,有後述固定行為模式。
09168511,潤,8,比喻使後述對象得到好處。
04146404,分,8,區別兩個以上特定對象之間的不同。
03024401,糾纏,8,條狀物互相糾結在一起。
06616901,飽,8,形容動物食用食物後感到滿足，不需要再進食。
08042806,打結,8,比喻煩擾不休，牽扯不清。
06010609,高,8,形容比喻前述對象輩份或地位階級變大。
05172202,尤其,8,表強調程度超過平常的範圍。
04033702,正好,8,表所觀察到的後述現象是不經刻意安排的。
06677202,色彩,8,多種的顏色。
09310803,孵化,8,比喻促進事件進行。
04151501,體會,8,設身處地地體驗和領會，強調動作的過程。
06010602,高,8,形容前述物體從頂部到地面的距離變大。
03001401,拌,8,將兩個以上的材料混合、攪在一起。
03025301,覺,8,身體感官辨識出外界刺激。
05147102,想起,8,因分開而思念後述對象，強調動作的開始。
14557801,喜出望外,8,形容因為特定事件而感到高度良好的情緒。
05060601,意指,8,對前述對象的解釋或描述。
05077701,一家子,8,代指一個家庭中的所有成員。
06583301,簡單,8,形容結構單純清楚，容易掌握的。
05078001,汝等,8,代指複數的聽話者。
04033104,盡,8,表範圍內的全部。
06734901,餓,8,形容動物因食慾未被滿足而需要進食。
05172002,似乎,8,表以與前述事物有共同點的後述事物作為比喻。
04153102,怎地,8,事件的原因或理由，表疑問之意。
09149301,碩,8,形容體積超過比較對象的。
06706801,超過,8,數目或數量大於後述對象。
04033102,盡,8,將特定對象全部用出。
07066302,偽,8,形容未經過品牌驗證或授權而仿造的。
05123201,忘,8,在腦中失去原有的印象。
04153901,臺,8,高出地面的寬平地方，用來表演或演講。
04153902,臺,8,對大眾開放，具有特定服務功能的單位。
04153903,臺,8,電台。
06677902,動,8,機器運轉。
07009827,正,8,形容電子聚集少，帶正電的。
05237401,腿,8,人類下肢和動物肢體，用來移動。
06010701,簡,8,形容結構單純清楚，容易掌握的。
07090003,昂,8,形容比喻價格高的。
05059301,相會,8,面對面相見。
09263601,帥,8,形容男子的面貌具有美的特質。
05146301,兼,8,除了本職之外，前述對象同時擔任的職位是後述對象。
05066802,跨越,8,超出規定的限度範圍，專指具體規定。
06758401,下雨,8,雲層的水以水滴的形態降到地上。
09217402,鎚,8,以棒狀物或拳頭敲擊特定物體。
03001701,抱,8,用手掌及手臂圈住特定對象。
04148001,螺絲,8,具有螺旋紋溝槽的圓柱體，為機械設備的部件。
06011601,梁,8,建築物中用來支撐該建築物的水平長型條狀物。
04034601,果然,8,表結果與預期一樣。
07082105,杆,8,用來釣魚的竿子，一端繫線，線端有鉤。
06611902,土地,8,屬於國家、團體或私人所有的土地。
04034501,幾乎,8,表接近範圍內的全部，少有例外。
05223904,坐,8,搭乘有座位的遊樂設施。
04033804,近,8,形容關係密切的。
06640101,一直,8,表不改變方向向後述目的地運動。
06539516,清,8,清理乾淨。
05146501,難過,8,因負面的事而內心感到痛苦。
04148902,上台,8,出任職務或掌權。
06535402,傻,8,形容對可理解的事未能及時反應。
06760201,遠距,8,形容路途距離遙遠的。
05220301,反映,8,物體的影像藉光線投射到平面上。
04149202,下台,8,交出職務或政權。
